recipe_title,servings,meal,calories,carbs,protein,fat,ingredients,instructions
Carrot Cake,68,dinner,877,91,85,16,100 g oats; 150 g shredded carrots; 50 g whey vanilla protein powder; 100 g skyr or 0.2% fat greek yogurt; 1 egg; 100 g egg whites; 30 g sweetener; 100 g skimmed milk; 2 g ginger; 2 g cinnamon; pinch salt; 1.5 g baking powder or baking soda,"Grind the oats in a food processor or blender for roughly 60 seconds or until it becomes oat flour. | Place a bowl on your scale. | Add all dry ingredients to a bowl and mix. | Place a second bowl on the scale and add all the wet ingredients and carrots. Mix together. | Add the wet to the dry ingredients and mix until smooth. | Place parchment paper on a baking tray (24cm or 9inch diameter). | Transfer the batter to the baking tray and bake for 30-35 min at 180 C or 350 F. | Allow the cake to cool for 15 min. | Slice, serve, and enjoy."
Pumpkin Pie Overnight Oats,1,breakfast,422,48,34,10,50 g oats; 15 g casein vanilla protein powder; 100 g skyr or 0.2% fat greek yogurt; 100 g pumpkin puree; 18 g powdered peanuts or peanut butter; 100 g water; 2 g cinnamon; 1 g ginger; 0.5 g nutmeg; pinch salt,Place a bowl on your scale. | Add all ingredients to the bowl. | Mix everything until smooth in texture. | Refrigerate overnight. You're done!
Avocado Overnight Oats,1,breakfast,527,57,37,17,50 g oats; 15 g casein vanilla protein powder; 150 g skyr or 0.2% fat Greek yogurt; 70 g avocado; 8 g cocoa powder; 10 g honey; 100 g water; Pinch salt,"Place a bowl on your scale. | Add all ingredients to the bowl. | Smash the avocado with a fork. | Mix everything until smooth in consistency. | Refrigerate overnight. | That’s it, you’re done!"
BIG BOYS PANCAKES,1,breakfast,563,73,45,9,60 g oats; 30 g whey vanilla protein powder; 125 g banana; 100 g egg whites; 50 g skyr or 0.2% fat Greek yogurt; 25 g sweetener; 5 g vanilla extract; 3 g cinnamon; pinch salt; 3 g baking powder; 2 g oil,Grind the oats in a food processor or blender for around 60 seconds or until it becomes oat flour. | Preheat a pan to medium heat. | Place a bowl on your scale. | Add all dry ingredients together and mix well. | Place another bowl on the scales and add all wet ingredients and mix well. | Add the wet to the dry ingredients and mix until smooth. | Add oil to a pan on medium heat. | Add the pancake batter and wait until it starts to form delicate bubbles on top of the batter. This should happen after 2-3 minutes. | Flip and cook again for 2-3 minutes. | Remove and repeat with the entire batter. Done!
Cheeseburger Bowl,1,dinner,538,51,50,1,180 g ground beef 95/5; 50 g raw rice; 125 g water; 1 slice american cheese; 50 g medium onion; 30 g pickles; 30 g roman lettuce; 2 g oil; 10 g light mayo or miracle whip; 5 g mustard; 10 g ketchup; 10 g pickle water; to taste salt; to taste black pepper,"Add the rice with a pinch of salt to a pot (18cm or 7inch diameter). Pour in the water and close the lid. | Place it on a stove on high heat until it starts boiling. Turn down the heat to low and let it simmer for 12-15 minutes. | Mix all sauce ingredients in a small glass until smooth. | Chop up the onion, lettuce, and pickles into bitesize pieces. | Add oil to a pan on medium-high heat. Add the ground beef and fry on each side for 1 minute. Season well with salt and pepper. | Add onion and mix everything together. Keep frying for another minute or two. | Cover the beef with American cheese and stir everything so the cheese is covered and can melt easily. | Add the rice to a bowl. Cover with beef & cheese mixture. Add pickles and lettuce on the edges and pour sauce on top."
2 Ingredient Pizza,1,lunch,475,52,34,16,1 serving 2 ingredient dough; 50 g shredded mozzarella; 50 g deli meat; 60 g storebought tomato sauce; 1 g oregano; 2 g oil; to taste Salt and black pepper,"Start by making 1 serving of 2-ingredient dough. | Add a bit of oil to a pan (25cm/10 inches) and place the dough ball in it. Shape the dough into a round pizza by pressing it down and pushing out the edges. | Turn the heat to medium and cook the bottom of the dough for 3-4 minutes. Flip the dough and cook for another 2-3 minutes. | Spread the tomato sauce on top, followed by the deli meat, and finally the cheese. | Put the pizza under the broiler for 1 minute until the cheese is fully melted. Done!"
OYAKODON (JAPANESE EGGS),1,lunch,598,60,60,15,180 g chicken breast; 50 g raw rice; 50 g medium onion; 2 eggs; 5 g dashi powder; 25 g soy sauce; 15 g mirin; 50 g water,"Add 125 g of water to a pot with the rice and a pinch salt. | Put the pot on the stove on high heat. As soon as the water starts to boil, reduce the heat to low, close the lid and let it simmer for 12-15 minutes. | Cut the chicken breast into strips. Dice the onion, and add all sauce ingredients into a glass and combine. | Add the chicken and onions to an 18cm or 7-inch pan. Add in the sauce as well. | Put the pan on a stove on medium and let it simmer for 5-8 minutes, depending on your chicken size. | Crack 2 eggs into a small bowl and scramble them. Add salt and pepper. | As soon as the chicken is almost cooked through, add in the eggs without mixing. Close the lid and let it simmer on medium-low heat for 3-5 minutes. | Add the rice to a bowl, and top with the chicken egg mixture."
Chicken Fajitas,1,dinner,723,68,55,27,180 g chicken breast; 200 g bell peppers; 50 g medium onion; 1 cloves of garlic; 1 lime; 1 serving cream cheese avocado dip; 1 serving storebought taco sauce; 2 (20cm or 8inch) wheat tortillas; 1 g paprika; 1 g cumin; 1 g chili powder; 0.5 g oregano; 5 g oil; bunch cilantro; to taste salt; to taste black pepper,"1. Cut the chicken into bite-size pieces. Place the chicken in a bowl and drizzle a little oil on top. | 2. In a small bowl, mix together paprika, cumin, chili powder, oregano, a pinch of salt, and black pepper. | 3. Sprinkle the seasoning mixture over the chicken and use your hands to mix until all the pieces are coated. Set aside. | 4. Chop up the peppers and the onion into bite-size pieces. Peel and grate the garlic. | 5. Prepare either the avocado dip or the taco sauce. | 6. Add oil to a pan on medium heat. Start with adding the peppers and the onion, add a pinch of salt and fry them for 5 minutes. | 7. After the vegetables are brown, push them to the side of the pan, add a bit more oil and add in the chicken. | 8. Fry the chicken for 1 minute on one side, then mix everything so the seasoning spreads evenly. | 9. Continue frying for another minute until the chicken is cooked through, then add the grated garlic. Fry for another 20 seconds and remove from heat. | 10. Squeeze in the juice from half a lime and add chopped cilantro. Mix everything. | 11. Heat up 2 tortillas, then plate everything and serve."
PB & STRAWBERRY OATMEAL,1,breakfast,526,65,46,10,50 g oats; 150 g strawberries (frozen); 13 g powdered peanuts; 30 g whey vanilla protein powder; 250 g milk; a pinch salt,"Start by placing a bowl on a scale and add the oats. Toast the oats for 2 minutes on medium heat until they become slightly brown. | Add milk, strawberries, and a pinch of salt. Keep stirring occasionally until the oatmeal thickens, which should take about 3 minutes. | Remove the oats from the heat and transfer them to a bowl. Then, add whey protein powder and powdered peanuts and mix well. Done!"
Pudding Oats Apple Cinnamon,1,breakfast,426,65,20,8,50 g oats; 15 g vanilla pudding powder; 100 g skyr or 0.2% fat Greek yogurt; 15 g sweetener; 100 g skimmed milk; 250 g water; 100 g apples; 5 g butter; Pinch salt,"Peel and cut the apple into small chunks. | Add the butter to a pot and melt on a medium heat. | Add the apple and fry until caramelized for 2-3 minutes. | Add the oats, water, sweetener and a pinch of salt. On medium heat, start to gently heat the oats on the stove. | Stir occasionally for 2 minutes until the oatmeal becomes thick. | Mix the pudding powder and milk in a glass and stir well to prevent any lumps. | Add the pudding and milk to the pot of oatmeal and keep stirring for about 1 minute, or until the oatmeal becomes thick once again. | Remove from the heat and transfer everything to a bowl. | Mix in Skyr and top with cinnamon. Serve and enjoy immediately or refrigerate overnight for overnight oats."
Fruity Cheesecake,4,dinner,278,21,37,4,400 g cream cheese; 400 g skyr or 0.2% fat Greek yogurt; 2 egg; 30 g all purpose flour; 60 g whey vanilla protein powder; 30 g sweetener; 15 g vanilla extract; 100 g canned pineapple; 50 g juice from the fruit can; 3 g ginger,"Start by placing a bowl on a scale. | Cut pineapple into small pieces. | Add all ingredients except fruit to the bowl. | Whisk for around 30 to 60 seconds until the texture becomes smooth. | Place parchment paper onto a baking tray (12x18cm or 5x7inch). | Transfer everything onto the baking sheet and top the batter with the fruit. | Bake at 180°C (350°F) for around 30-45 minutes, checking after 30 minutes if the cake is ready. | Once the cake is ready, remove from the oven and allow to cool for 15 minutes, then refrigerate for at least 4 hours or overnight."
Butter Chicken,1,dinner,583,40,59,18,"200 g skinless, boneless chicken thighs; 50 g medium onion; 2 garlic cloves; 200 g crushed tomatoes; 100 g evaporated milk; 1 Laughing Cow wedge; 50 g skyr or Greek yogurt; 4 g garam masala; 2 g garlic powder; 2 g paprika; 2 g turmeric; 1 g cayenne pepper; 4 g oil; to taste salt; to taste black pepper","Cut chicken into bite-size pieces. Place chicken into a bowl. Add Greek yogurt, 2g garam Masala and a strong pinch of salt. Mix everything with a spoon until the chicken is coated. | Dice onions, peel and grate garlic. | Add 2g of oil to a pan on high heat. Wait until the pan is hot, then add chicken and fry one side for 1 minute. Flip the chicken and fry the other side for another minute until both sides have color. Remove the chicken from the pan. | Add 2g of oil to the pan, switch heat to medium, add the onions and fry them for 3 minutes under occasional stirring until brown. | Add 2g garam Masala, garlic powder, paprika, turmeric, cayenne pepper and black pepper. Mix everything and keep toasting them for 30 seconds. | Make some space in the pan and add the grated garlic. Fry the garlic for 20 seconds until fragrant. | Add crushed tomatoes with a splash of water and mix everything. Let this simmer for 5-6 minutes. | Add evaporated milk and Laughing Cow cheese. Mix it by pressing the Laughing Cow down, so everything gets incorporated. Add the chicken back to the pan and let everything simmer for 5-7 minutes until the chicken is cooked through."
Menemen,1,breakfast,317,12,21,22,2 eggs; 75 g green pepper or 75 g; 100 g tomatoes; 30 g light feta cheese; 5 g oil; to taste Salt; to taste black pepper,"Chop up the peppers into very small pieces. | Halve the tomato and grate them on a box grater into a puree. Throw away the skin. | Crumble the feta cheese into small pieces. | Heat up a pan (18 cm or 7 inch) to a medium heat and add in the oil. | Start with frying the peppers under occasional stirring for 3-4 minutes. | Add in the tomatoes, a pinch of salt, black pepper and chili flakes. | Keep simmering the tomatoes on medium heat for around 2 minutes. | Add the Feta cheese and keep stirring until the cheese has melted (about 1 minute). | Crack in the eggs, gently combine everything, and cook for 2 minutes until the eggs are set. Season with salt and pepper."
Cajun Chicken & Lemon Rice,1,lunch,575,61,51,14,180 g chicken breast; 50 g raw rice; 125 g water; 1 (optional) lemongrass stem; 50 g medium onion; 150 g red bell pepper; 100 g evaporated milk; 1 Laughing Cow cheese wedge; 4 g Cajun seasoning; 4 g oil; to taste salt; to taste black pepper,"1. Cut the lemongrass stem into 3-4 pieces. Smash with the flat part of your knife, so it cracks a bit. | 2. Add the lemongrass, rice, and 125 g water to a pot with a pinch salt. | 3. Put on the stove on high heat. Wait until the water starts to boil, then turn down the heat to low. Close the lid and let it simmer for 12-15 mins. | 4. While the rice is cooking, chop up the onion and pepper into equal bite-sized pieces. | 5. Cut the chicken into strips. Add 2 g of oil on the chicken and sprinkle with Cajun seasoning. Mix to coat evenly. | 6. Fry the chicken in a pan on medium-high heat for 60-90 seconds on each side until browned. | 7. Remove the chicken, add 2 g of oil to the pan, and cook the onion and pepper for 4-5 minutes until caramelized. | 8. Return the chicken to the pan, add the milk and cheese wedge, and mix. Simmer for 1 minute. | 9. Serve the Cajun chicken over the rice."
Fried Rice,1,lunch,627,68,58,14,180 g chicken breast; 50 g raw rice; 1 egg; 150 g red bell pepper; 50 g medium onion; 100 g carrot; 50 g peas; 1 clove of garlic; thumb size fresh ginger; 25 g soy sauce; 4 g oil; to taste Black pepper,"Rinse the rice under cold water to remove excess starch. Add rice with 125g of water and a pinch of salt into a pot. | Put the pot on a stove on high heat. As soon as the water starts to boil, reduce the heat to low, close the lid and let it simmer for 12-15 minutes. | Cut chicken breast, onion, pepper, and carrot into bite-sized pieces. | Preheat a pan to medium-high heat, and add 2g of oil before adding the chicken. Fry chicken on both sides for 60 seconds. Remove from the pan and set aside. | Add 2g of oil again to the same pan. Add in carrot, onion, and pepper and fry under occasional stirring for 3-5 minutes. | Add in garlic and ginger and keep frying for 20 seconds. | Add cooked rice to the pan and stir everything. Keep frying for another 1-2 minutes. | Add the egg and keep frying for a further minute. | Add peas with black pepper. Mix everything together. | Add the chicken back to the pan with soy sauce and fry for 30 seconds until the chicken is hot again."
